User Name_asset00000,Device Type,_HomeCenter,IP Address,OS,Last Report Time,User Name
jdoe16788_asset00907,Laptop,LARC,146.165.13.111,Win10 10.0.14393.2068 (1607),3/1/18 12:26,jdoe16788
jdoe1679_asset00908,Desktop,GSFC,128.154.2.56,Win2012R2 6.3.9600,3/1/18 12:27,jdoe1679
jdoe16790_asset00909,Laptop,LARC,146.165.85.161,Win10 10.0.14393.2068 (1607),3/1/18 12:21,jdoe16790
jdoe16794_asset00910,Laptop,LARC,131.182.10.104,Win10 10.0.15063.909 (1703),3/1/18 12:31,jdoe16794
jdoe16797_asset00911,Laptop,LARC,131.182.10.178,Win10 10.0.14393.2068 (1607),3/1/18 12:18,jdoe16797
jdoe168_asset00912,Laptop,JSC,130.134.2.71,Win10 10.0.14393.2068 (1607),3/1/18 12:21,jdoe168
jdoe1680_asset00913,Server,GSFC,128.154.2.39,Win2012R2 6.3.9600,3/1/18 12:22,jdoe1680
jdoe16801_asset00914,Laptop,LARC,131.182.10.182,Win10 10.0.14393.2068 (1607),3/1/18 11:51,jdoe16801
jdoe16808_asset00915,Laptop,LARC,131.182.11.39,Win10 10.0.14393.2068 (1607),3/1/18 12:19,jdoe16808
jdoe1681_asset00916,Desktop,GSFC,128.154.2.65,Win2012R2 6.3.9600,3/1/18 12:21,jdoe1681
jdoe16812_asset00917,Laptop,LARC,131.182.11.40,Win10 10.0.14393.2007 (1607),3/1/18 12:22,jdoe16812
jdoe16816_asset00918,Laptop,LARC,146.165.85.102,Win10 10.0.14393.2068 (1607),3/1/18 12:18,jdoe16816
jdoe1682_asset00919,Desktop,GSFC,128.154.2.32,Win2012R2 6.3.9600,3/1/18 12:22,jdoe1682
jdoe16829_asset00920,Laptop,LARC,131.182.10.114,Win10 10.0.14393.2068 (1607),3/1/18 12:18,jdoe16829
jdoe1683_asset00921,Desktop,GSFC,128.154.2.64,Win2012R2 6.3.9600,3/1/18 12:18,jdoe1683
jdoe16831_asset00922,Laptop,LARC,146.165.7.133,Win10 10.0.14393.2068 (1607),3/1/18 12:21,jdoe16831
jdoe16837_asset00923,Laptop,LARC,131.182.10.109,Win10 10.0.14393.2068 (1607),3/1/18 12:29,jdoe16837
jdoe16839_asset00924,Laptop,LARC,131.182.10.106,Win10 10.0.14393.2068 (1607),3/1/18 11:36,jdoe16839
jdoe1684_asset00925,Desktop,GSFC,128.154.2.66,Win2012R2 6.3.9600,3/1/18 12:22,jdoe1684
jdoe16840_asset00926,Laptop,LARC,146.165.7.173,Win10 10.0.14393.2068 (1607),3/1/18 12:18,jdoe16840
jdoe16844_asset00927,Laptop,LARC,131.182.10.113,Win10 10.0.14393.2068 (1607),2/28/18 3:46,jdoe16844
jdoe16846_asset00928,Laptop,LARC,146.165.13.110,Win10 10.0.14393.2068 (1607),3/1/18 12:27,jdoe16846
jdoe16848_asset00929,Laptop,LARC,146.165.85.197,Win10 10.0.14393.2068 (1607),3/1/18 12:18,jdoe16848
jdoe16849_asset00930,Laptop,LARC,146.165.85.38,Win10 10.0.14393.2068 (1607),3/1/18 12:19,jdoe16849
jdoe1685_asset00931,Desktop,GSFC,128.154.2.70,Win2012R2 6.3.9600,3/1/18 12:22,jdoe1685
jdoe16852_asset00932,Laptop,LARC,146.165.13.94,Win10 10.0.14393.2007 (1607),3/1/18 12:24,jdoe16852
jdoe1686_asset00933,Server,GSFC,128.154.1.55,Win2008R2 6.1.7601,3/1/18 12:21,jdoe1686
jdoe16868_asset00934,Laptop,LARC,131.182.10.10,Win10 10.0.14393.2068 (1607),3/1/18 12:22,jdoe16868
jdoe16872_asset00935,Laptop,LARC,146.165.85.156,Win10 10.0.14393.2068 (1607),3/1/18 12:18,jdoe16872
jdoe1688_asset00936,Desktop,GSFC,128.154.2.59,Win2012R2 6.3.9600,3/1/18 12:29,jdoe1688
jdoe16883_asset00937,Laptop,LARC,146.165.13.148,Win10 10.0.14393.2068 (1607),3/1/18 12:21,jdoe16883
jdoe16884_asset00938,Laptop,LARC,146.165.13.41,Win10 10.0.14393.2068 (1607),3/1/18 12:21,jdoe16884
jdoe16885_asset00939,Laptop,LARC,146.165.85.94,Win10 10.0.14393.2068 (1607),3/1/18 12:18,jdoe16885
jdoe1689_asset00940,Desktop,GSFC,128.154.2.58,Win2012R2 6.3.9600,3/1/18 12:23,jdoe1689
jdoe169_asset00941,Laptop,JSC,130.134.2.226,Win10 10.0.14393.2068 (1607),3/1/18 12:21,jdoe169
jdoe1690_asset00942,Server,GSFC,128.154.2.35,Linux CentOS 6.9 (2.6.32-696.1.1.el6.x86_64),3/1/18 12:22,jdoe1690
jdoe16900_asset00943,Laptop,LARC,131.182.11.37,Win10 10.0.14393.2068 (1607),3/1/18 12:21,jdoe16900
jdoe16901_asset00944,Laptop,LARC,146.165.13.107,Win10 10.0.14393.2068 (1607),3/1/18 12:27,jdoe16901
jdoe16907_asset00945,Laptop,LARC,146.165.85.164,Win10 10.0.14393.2007 (1607),2/28/18 1:03,jdoe16907
jdoe1691_asset00946,Server,GSFC,128.154.2.46,Linux CentOS 6.9 (2.6.32-696.1.1.el6.x86_64),3/1/18 12:27,jdoe1691
jdoe16911_asset00947,Laptop,LARC,146.165.7.175,Win10 10.0.14393.2007 (1607),2/28/18 0:32,jdoe16911
jdoe16912_asset00948,Laptop,LARC,131.182.10.83,Win10 10.0.15063.909 (1703),3/1/18 12:21,jdoe16912
jdoe1692_asset00949,Desktop,GSFC,128.154.2.45,Win2012R2 6.3.9600,3/1/18 12:22,jdoe1692
jdoe16922_asset00950,Laptop,LARC,146.165.85.22,Win10 10.0.10586.1417 (1511),3/1/18 12:22,jdoe16922
jdoe16926_asset00951,Laptop,LARC,146.165.13.64,Win7 6.1.7601,3/1/18 12:26,jdoe16926
jdoe16928_asset00952,Laptop,LARC,146.165.85.154,Win10 10.0.10586.1417 (1511),3/1/18 12:18,jdoe16928
jdoe1693_asset00953,Server,GSFC,128.154.2.44,Linux CentOS 6.9 (2.6.32-696.1.1.el6.x86_64),3/1/18 12:20,jdoe1693
jdoe1694_asset00954,Desktop,GSFC,128.154.2.40,Win2012R2 6.3.9600,3/1/18 12:22,jdoe1694
jdoe16949_asset00955,Laptop,LARC,131.182.10.108,Win10 10.0.14393.2068 (1607),3/1/18 12:30,jdoe16949
jdoe1695_asset00956,Server,GSFC,128.154.2.71,Linux CentOS 6.9 (2.6.32-696.1.1.el6.x86_64),3/1/18 12:21,jdoe1695
jdoe1696_asset00957,Desktop,GSFC,128.154.2.67,Win2008R2 6.1.7601,3/1/18 12:28,jdoe1696
jdoe16965_asset00958,Laptop,LARC,131.182.11.103,Win7 6.1.7601,3/1/18 12:19,jdoe16965
jdoe1697_asset00959,Server,GSFC,128.154.2.43,Linux CentOS 6.9 (2.6.32-696.1.1.el6.x86_64),3/1/18 12:25,jdoe1697
jdoe16970_asset00960,Laptop,LARC,146.165.85.83,Win10 10.0.14393.2068 (1607),3/1/18 12:23,jdoe16970
jdoe16972_asset00961,Laptop,LARC,146.165.13.36,Win10 10.0.10586.1417 (1511),3/1/18 12:27,jdoe16972
jdoe16976_asset00962,Laptop,LARC,131.182.10.16,Win10 10.0.10586.1417 (1511),3/1/18 12:19,jdoe16976
jdoe1698_asset00963,Desktop,GSFC,128.154.2.42,Win2012R2 6.3.9600,3/1/18 12:22,jdoe1698
jdoe16985_asset00964,Laptop,LARC,131.182.10.11,Win10 10.0.10586.1295 (1511),3/1/18 11:52,jdoe16985
jdoe1699_asset00965,Server,GSFC,128.154.2.72,Linux CentOS 6.9 (2.6.32-696.1.1.el6.x86_64),3/1/18 12:21,jdoe1699
jdoe170_asset00966,Laptop,JSC,130.134.2.137,Win10 10.0.14393.2007 (1607),3/1/18 12:21,jdoe170
jdoe1700_asset00967,Desktop,GSFC,128.154.2.33,Win2012R2 6.3.9600,3/1/18 12:26,jdoe1700
jdoe17009_asset00968,Laptop,LARC,146.165.85.85,Win10 10.0.10586.1417 (1511),3/1/18 11:24,jdoe17009
jdoe1701_asset00969,Desktop,GSFC,128.154.2.47,Win2012R2 6.3.9600,3/1/18 12:22,jdoe1701
jdoe1702_asset00970,Desktop,GSFC,128.154.2.69,Win2012R2 6.3.9600,3/1/18 12:26,jdoe1702
jdoe17037_asset00971,Laptop,LARC,146.165.85.132,Win10 10.0.10586.1356 (1511),3/1/18 12:27,jdoe17037
jdoe1704_asset00972,Server,JSC,130.134.3.69,Linux Red Hat Enterprise Server 6.9 (2.6.32-696.13.2.el6.x86_64),3/1/18 12:25,jdoe1704
jdoe17042_asset00973,Laptop,LARC,146.165.13.109,Win10 10.0.14393.2068 (1607),3/1/18 12:18,jdoe17042
jdoe17044_asset00974,Laptop,LARC,146.165.7.170,Win10 10.0.10586.1417 (1511),3/1/18 12:30,jdoe17044
jdoe17045_asset00975,Laptop,LARC,131.182.11.26,Win10 10.0.10586.1417 (1511),3/1/18 12:26,jdoe17045
jdoe17049_asset00976,Laptop,LARC,146.165.13.56,Win10 10.0.10586.1417 (1511),3/1/18 12:27,jdoe17049
jdoe17051_asset00977,Laptop,LARC,146.165.85.137,Win10 10.0.10586.1417 (1511),3/1/18 12:19,jdoe17051
jdoe17052_asset00978,Laptop,LARC,131.182.10.46,Win10 10.0.10586.1417 (1511),2/28/18 3:42,jdoe17052
jdoe17055_asset00979,Laptop,LARC,146.165.85.47,Win10 10.0.10586.1417 (1511),3/1/18 12:18,jdoe17055
jdoe17056_asset00980,Laptop,LARC,146.165.13.106,Win10 10.0.10586.1417 (1511),3/1/18 12:19,jdoe17056
jdoe17071_asset00981,Laptop,LARC,146.165.13.95,Win7 6.1.7601,3/1/18 12:23,jdoe17071
jdoe17074_asset00982,Laptop,LARC,146.165.13.70,Win7 6.1.7601,3/1/18 12:22,jdoe17074
jdoe17075_asset00983,Laptop,LARC,146.165.13.130,Win10 10.0.10586.1356 (1511),3/1/18 12:27,jdoe17075
jdoe17083_asset00984,Laptop,LARC,146.165.13.61,Win7 6.1.7601,2/28/18 2:59,jdoe17083
jdoe17085_asset00985,Laptop,LARC,146.165.13.145,Win7 6.1.7601,3/1/18 12:22,jdoe17085
jdoe17086_asset00986,Laptop,LARC,146.165.85.184,Win10 10.0.10586.1417 (1511),3/1/18 12:18,jdoe17086
jdoe17087_asset00987,Laptop,LARC,146.165.13.104,Win10 10.0.10586.1417 (1511),3/1/18 12:21,jdoe17087
jdoe17088_asset00988,Laptop,LARC,146.165.13.147,Win7 6.1.7601,3/1/18 9:40,jdoe17088
jdoe17093_asset00989,Laptop,LARC,146.165.85.130,Win10 10.0.10586.1417 (1511),3/1/18 12:19,jdoe17093
jdoe171_asset00990,Laptop,JSC,130.134.1.84,Win10 10.0.14393.2007 (1607),3/1/18 12:21,jdoe171
jdoe17103_asset00991,Laptop,LARC,131.182.10.138,Win10 10.0.10586.1417 (1511),3/1/18 12:19,jdoe17103
jdoe17106_asset00992,Laptop,LARC,131.182.10.130,Win10 10.0.15063.850 (1703),3/1/18 12:21,jdoe17106
jdoe17113_asset00993,Laptop,LARC,146.165.85.147,Win7 6.1.7601,3/1/18 12:19,jdoe17113
jdoe17114_asset00994,Laptop,LARC,146.165.85.96,Win10 10.0.10586.1417 (1511),3/1/18 12:26,jdoe17114
jdoe17121_asset00995,Laptop,LARC,131.182.10.76,Win10 10.0.10586.1356 (1511),3/1/18 10:33,jdoe17121
jdoe17125_asset00996,Laptop,LARC,131.182.10.44,Win10 10.0.10586.1417 (1511),3/1/18 12:22,jdoe17125
jdoe17127_asset00997,Laptop,LARC,131.182.10.78,Win10 10.0.10586.1417 (1511),3/1/18 12:19,jdoe17127
jdoe17128_asset00998,Laptop,LARC,146.165.7.30,Win10 10.0.10586.1417 (1511),3/1/18 12:19,jdoe17128
jdoe17130_asset00999,Laptop,LARC,146.165.85.82,Win10 10.0.10586.1417 (1511),3/1/18 12:18,jdoe17130
jdoe17131_asset01000,Laptop,LARC,131.182.10.24,Win10 10.0.10586.1356 (1511),2/27/18 16:37,jdoe17131
jdoe17132_asset01001,Laptop,LARC,146.165.85.165,Win10 10.0.10586.1417 (1511),3/1/18 12:19,jdoe17132
jdoe17137_asset01002,Laptop,LARC,131.182.10.174,Win10 10.0.10586.1417 (1511),3/1/18 12:28,jdoe17137
jdoe17138_asset01003,Laptop,LARC,131.182.11.135,Win10 10.0.14393.2068 (1607),3/1/18 9:24,jdoe17138
jdoe17140_asset01004,Laptop,LARC,131.182.10.241,Win10 10.0.16299.192 (1709),3/1/18 12:20,jdoe17140
jdoe17148_asset01005,Laptop,LARC,146.165.85.151,Win7 6.1.7601,3/1/18 12:22,jdoe17148
jdoe17157_asset01006,Laptop,LARC,146.165.13.146,Win7 6.1.7601,3/1/18 12:23,jdoe17157
jdoe17174_asset01007,Laptop,LARC,146.165.13.144,Win7 6.1.7601,3/1/18 12:18,jdoe17174
jdoe17193_asset01008,Laptop,LARC,146.165.85.134,Win10 10.0.15063.850 (1703),3/1/18 12:25,jdoe17193
jdoe17202_asset01009,Laptop,LARC,146.165.13.65,Win7 6.1.7601,3/1/18 12:22,jdoe17202
jdoe17204_asset01010,Laptop,LARC,146.165.13.68,Win7 6.1.7601,3/1/18 12:13,jdoe17204
jdoe17205_asset01011,Laptop,LARC,146.165.13.53,Win7 6.1.7601,3/1/18 12:23,jdoe17205
jdoe17211_asset01012,Laptop,LARC,146.165.85.160,Win10 10.0.10586.1417 (1511),3/1/18 12:27,jdoe17211
jdoe17212_asset01013,Laptop,LARC,146.165.7.40,Win10 10.0.10586.1417 (1511),3/1/18 12:29,jdoe17212
jdoe17213_asset01014,Laptop,LARC,131.182.11.7,Win10 10.0.10586.1417 (1511),3/1/18 12:21,jdoe17213
jdoe17215_asset01015,Laptop,LARC,146.165.85.142,Win10 10.0.10586.1417 (1511),3/1/18 12:22,jdoe17215
jdoe17216_asset01016,Laptop,LARC,146.165.13.86,Win10 10.0.15063.850 (1703),3/1/18 12:21,jdoe17216
jdoe17218_asset01017,Laptop,LARC,131.182.10.219,Win10 10.0.10586.1417 (1511),3/1/18 12:18,jdoe17218
jdoe17228_asset01018,Laptop,LARC,146.165.85.185,Win10 10.0.14393.2068 (1607),3/1/18 12:28,jdoe17228
jdoe1723_asset01019,Laptop,ARC,128.102.3.246,Mac OS X 10.11.6 (15G18013),3/1/18 12:28,jdoe1723
jdoe17230_asset01020,Laptop,LARC,146.165.13.200,Win7 6.1.7601,3/1/18 12:12,jdoe17230
jdoe17236_asset01021,Laptop,LARC,131.182.10.5,Win7 6.1.7601,3/1/18 12:05,jdoe17236
jdoe17241_asset01022,Laptop,LARC,131.182.10.6,Win10 10.0.10586.1417 (1511),3/1/18 12:25,jdoe17241
jdoe17247_asset01023,Laptop,LARC,131.182.10.218,Win10 10.0.10586.1417 (1511),3/1/18 12:18,jdoe17247
jdoe17259_asset01024,Laptop,LARC,131.182.10.164,Win10 10.0.10586.1417 (1511),3/1/18 12:22,jdoe17259
jdoe17261_asset01025,Laptop,LARC,146.165.7.126,Win7 6.1.7601,3/1/18 12:18,jdoe17261
jdoe17271_asset01026,Laptop,LARC,131.182.10.30,Win10 10.0.10586.1356 (1511),3/1/18 12:27,jdoe17271
jdoe17273_asset01027,Laptop,LARC,131.182.10.25,Win10 10.0.14393.2068 (1607),3/1/18 12:21,jdoe17273
jdoe17274_asset01028,Laptop,LARC,146.165.13.101,Win7 6.1.7601,3/1/18 12:20,jdoe17274
jdoe17276_asset01029,Laptop,LARC,146.165.13.99,Win10 10.0.10586.1417 (1511),2/28/18 2:23,jdoe17276
jdoe17282_asset01030,Laptop,LARC,146.165.85.51,Win7 6.1.7601,3/1/18 12:24,jdoe17282
jdoe17284_asset01031,Laptop,LARC,146.165.85.146,Win10 10.0.16299.248 (1709),3/1/18 12:21,jdoe17284
jdoe17285_asset01032,Laptop,LARC,146.165.13.62,Win7 6.1.7601,3/1/18 12:15,jdoe17285
jdoe1729_asset01033,Server,ARC,128.102.2.175,Linux Red Hat Enterprise Workstation 6.9 (2.6.32-696.20.1.el6.x86_64),3/1/18 12:30,jdoe1729
jdoe17290_asset01034,Laptop,LARC,146.165.85.45,Win10 10.0.10586.1417 (1511),3/1/18 12:27,jdoe17290
jdoe17291_asset01035,Laptop,LARC,146.165.85.115,Win10 10.0.16299.192 (1709),3/1/18 12:28,jdoe17291
jdoe173_asset01036,Laptop,JSC,130.134.1.185,Win10 10.0.14393.2068 (1607),3/1/18 12:21,jdoe173
jdoe17300_asset01037,Laptop,LARC,146.165.7.203,Win7 6.1.7601,2/28/18 3:20,jdoe17300
jdoe17313_asset01038,Laptop,LARC,146.165.85.57,Win10 10.0.10586.1417 (1511),3/1/18 12:20,jdoe17313
jdoe17329_asset01039,Laptop,LARC,146.165.13.60,Win10 10.0.16299.248 (1709),3/1/18 12:19,jdoe17329
jdoe17330_asset01040,Laptop,LARC,131.182.10.215,Win10 10.0.16299.248 (1709),3/1/18 12:21,jdoe17330
jdoe17331_asset01041,Laptop,LARC,146.165.13.116,Win7 6.1.7601,3/1/18 12:23,jdoe17331
jdoe17337_asset01042,Laptop,LARC,146.165.85.131,Win10 10.0.10586.1417 (1511),3/1/18 12:29,jdoe17337
jdoe1735_asset01043,Desktop,KSC,128.159.1.183,Win2008 6.0.6002,3/1/18 12:19,jdoe1735
jdoe17355_asset01044,Laptop,LARC,131.182.10.120,Win7 6.1.7601,3/1/18 12:24,jdoe17355
jdoe1737_asset01045,Desktop,LARC,146.165.7.183,Win7 6.1.7601,3/1/18 11:08,jdoe1737
jdoe17375_asset01046,Laptop,LARC,146.165.13.141,Win7 6.1.7601,3/1/18 12:19,jdoe17375
jdoe17391_asset01047,Laptop,LARC,131.182.10.23,Win7 6.1.7601,3/1/18 12:23,jdoe17391
jdoe17394_asset01048,Laptop,LARC,131.182.10.43,Win7 6.1.7601,3/1/18 12:27,jdoe17394
jdoe17399_asset01049,Laptop,LARC,131.182.11.179,Win7 6.1.7601,2/28/18 17:42,jdoe17399
jdoe174_asset01050,Laptop,JSC,130.134.2.157,Win10 10.0.14393.2068 (1607),3/1/18 12:27,jdoe174
jdoe17401_asset01051,Laptop,LARC,146.165.13.118,Win7 6.1.7601,3/1/18 12:24,jdoe17401
jdoe17415_asset01052,Laptop,LARC,131.182.10.87,Win7 6.1.7601,3/1/18 12:18,jdoe17415
jdoe17416_asset01053,Laptop,LARC,146.165.7.244,Win7 6.1.7601,3/1/18 12:27,jdoe17416
jdoe1742_asset01054,Server,KSC,128.159.1.143,Win2008R2 6.1.7601,3/1/18 12:24,jdoe1742
jdoe17420_asset01055,Laptop,LARC,146.165.7.158,Win7 6.1.7601,3/1/18 12:27,jdoe17420
jdoe17426_asset01056,Laptop,LARC,131.182.10.98,Win7 6.1.7601,2/28/18 14:43,jdoe17426
jdoe17429_asset01057,Laptop,LARC,131.182.10.68,Win7 6.1.7601,3/1/18 12:23,jdoe17429
jdoe17430_asset01058,Laptop,LARC,131.182.10.55,Win7 6.1.7601,3/1/18 10:24,jdoe17430
jdoe17444_asset01059,Laptop,LARC,146.165.13.58,Win7 6.1.7601,3/1/18 12:24,jdoe17444
jdoe17457_asset01060,Laptop,LARC,146.165.7.10,Win7 6.1.7601,3/1/18 12:24,jdoe17457
jdoe17458_asset01061,Laptop,LARC,146.165.85.125,Win7 6.1.7601,3/1/18 12:22,jdoe17458
jdoe17459_asset01062,Laptop,LARC,131.182.10.65,Win7 6.1.7601,3/1/18 12:22,jdoe17459
jdoe17461_asset01063,Laptop,LARC,146.165.85.141,Win7 6.1.7601,3/1/18 12:22,jdoe17461
jdoe17462_asset01064,Laptop,LARC,131.182.10.60,Win7 6.1.7601,3/1/18 12:22,jdoe17462
jdoe17468_asset01065,Laptop,LARC,146.165.85.153,Win7 6.1.7601,3/1/18 12:18,jdoe17468
jdoe17471_asset01066,Laptop,LARC,146.165.85.111,Win7 6.1.7601,3/1/18 12:21,jdoe17471
jdoe17472_asset01067,Laptop,LARC,146.165.85.65,Win7 6.1.7601,3/1/18 12:24,jdoe17472
jdoe17483_asset01068,Laptop,LARC,146.165.13.74,Win7 6.1.7601,3/1/18 12:27,jdoe17483
jdoe17485_asset01069,Laptop,LARC,146.165.13.132,Win7 6.1.7601,3/1/18 12:21,jdoe17485
jdoe17494_asset01070,Laptop,LARC,146.165.13.85,Win7 6.1.7601,3/1/18 12:22,jdoe17494
jdoe17496_asset01071,Laptop,LARC,146.165.13.125,Win7 6.1.7601,3/1/18 12:21,jdoe17496
jdoe175_asset01072,Laptop,JSC,130.134.2.160,Win10 10.0.14393.2068 (1607),3/1/18 12:20,jdoe175
jdoe17506_asset01073,Laptop,LARC,131.182.10.15,Win7 6.1.7601,2/28/18 8:07,jdoe17506
jdoe17511_asset01074,Laptop,LARC,146.165.13.153,Win7 6.1.7601,3/1/18 8:49,jdoe17511
jdoe17516_asset01075,Laptop,LARC,146.165.13.92,Win7 6.1.7601,3/1/18 12:27,jdoe17516
jdoe17530_asset01076,Laptop,LARC,146.165.85.76,Win7 6.1.7601,3/1/18 12:24,jdoe17530
jdoe17534_asset01077,Laptop,LARC,131.182.10.100,Win7 6.1.7601,3/1/18 12:26,jdoe17534
jdoe1755_asset01078,Desktop,ARC,128.102.3.183,Win8.1 6.3.9600,3/1/18 12:26,jdoe1755
jdoe17551_asset01079,Laptop,LARC,146.165.13.50,Win10 10.0.10586.1356 (1511),2/28/18 0:40,jdoe17551
jdoe17552_asset01080,Laptop,LARC,146.165.13.84,Win7 6.1.7601,3/1/18 12:22,jdoe17552
jdoe17553_asset01081,Laptop,LARC,146.165.13.88,Win7 6.1.7601,3/1/18 10:18,jdoe17553
jdoe17557_asset01082,Laptop,LARC,131.182.10.213,Win7 6.1.7601,3/1/18 12:25,jdoe17557
jdoe17562_asset01083,Laptop,LARC,131.182.10.14,Win7 6.1.7601,2/28/18 14:56,jdoe17562
jdoe17565_asset01084,Laptop,LARC,131.182.11.46,Win7 6.1.7601,3/1/18 12:24,jdoe17565
jdoe17570_asset01085,Laptop,LARC,146.165.85.30,Win10 10.0.14393.2068 (1607),3/1/18 12:25,jdoe17570
jdoe17574_asset01086,Laptop,LARC,146.165.85.99,Win7 6.1.7601,3/1/18 12:22,jdoe17574
jdoe17575_asset01087,Laptop,LARC,146.165.7.98,Win7 6.1.7601,3/1/18 12:31,jdoe17575
jdoe17578_asset01088,Laptop,LARC,131.182.11.123,Win7 6.1.7601,3/1/18 12:27,jdoe17578
jdoe17580_asset01089,Laptop,LARC,131.182.10.73,Win7 6.1.7601,3/1/18 12:20,jdoe17580
jdoe17581_asset01090,Laptop,LARC,146.165.85.53,Win7 6.1.7601,3/1/18 12:23,jdoe17581
jdoe17582_asset01091,Laptop,LARC,146.165.85.87,Win7 6.1.7601,3/1/18 12:19,jdoe17582
jdoe17584_asset01092,Laptop,LARC,146.165.13.114,Win7 6.1.7601,2/28/18 16:36,jdoe17584
jdoe17588_asset01093,Laptop,LARC,146.165.85.32,Win7 6.1.7601,3/1/18 12:30,jdoe17588
jdoe17590_asset01094,Laptop,LARC,146.165.13.117,Win7 6.1.7601,3/1/18 12:19,jdoe17590
jdoe17592_asset01095,Laptop,LARC,131.182.11.60,Win7 6.1.7601,3/1/18 12:23,jdoe17592
jdoe17593_asset01096,Laptop,LARC,131.182.10.64,Win7 6.1.7601,3/1/18 12:27,jdoe17593
jdoe17594_asset01097,Laptop,LARC,146.165.13.131,Win7 6.1.7601,3/1/18 12:18,jdoe17594
jdoe17595_asset01098,Laptop,LARC,131.182.11.176,Win7 6.1.7601,3/1/18 12:19,jdoe17595
jdoe17596_asset01099,Laptop,LARC,146.165.13.142,Win7 6.1.7601,3/1/18 12:22,jdoe17596
jdoe176_asset01100,Laptop,JSC,130.134.1.73,Win10 10.0.14393.2068 (1607),3/1/18 12:21,jdoe176
jdoe17600_asset01101,Laptop,LARC,146.165.13.129,Win7 6.1.7601,3/1/18 12:23,jdoe17600
jdoe17603_asset01102,Laptop,LARC,146.165.7.83,Win7 6.1.7601,3/1/18 12:28,jdoe17603
jdoe17605_asset01103,Laptop,LARC,146.165.85.110,Win7 6.1.7601,3/1/18 12:21,jdoe17605
jdoe17606_asset01104,Laptop,LARC,146.165.85.123,Win7 6.1.7601,3/1/18 12:25,jdoe17606
jdoe17609_asset01105,Laptop,LARC,131.182.10.121,Win7 6.1.7601,3/1/18 12:22,jdoe17609
jdoe17619_asset01106,Laptop,LARC,131.182.11.190,Win10 10.0.14393.2068 (1607),3/1/18 12:29,jdoe17619
jdoe17634_asset01107,Laptop,LARC,146.165.85.157,Win7 6.1.7601,3/1/18 12:26,jdoe17634
jdoe17637_asset01108,Laptop,LARC,146.165.13.127,Win7 6.1.7601,3/1/18 12:22,jdoe17637
jdoe17648_asset01109,Laptop,LARC,131.182.11.101,Win7 6.1.7601,3/1/18 12:23,jdoe17648
jdoe17650_asset01110,Laptop,LARC,146.165.13.123,Win7 6.1.7601,3/1/18 12:27,jdoe17650
jdoe17652_asset01111,Laptop,LARC,131.182.10.117,Win7 6.1.7601,3/1/18 12:22,jdoe17652
jdoe17655_asset01112,Laptop,LARC,146.165.85.196,Win7 6.1.7601,3/1/18 12:22,jdoe17655
jdoe17656_asset01113,Laptop,LARC,131.182.11.34,Win7 6.1.7601,3/1/18 12:19,jdoe17656
jdoe17657_asset01114,Laptop,LARC,131.182.10.53,Win7 6.1.7601,3/1/18 12:30,jdoe17657
jdoe17658_asset01115,Laptop,LARC,146.165.13.138,Win7 6.1.7601,3/1/18 12:23,jdoe17658
jdoe17661_asset01116,Laptop,LARC,146.165.85.31,Win7 6.1.7601,3/1/18 12:25,jdoe17661
jdoe17665_asset01117,Laptop,LARC,146.165.13.72,Win7 6.1.7601,3/1/18 12:22,jdoe17665
jdoe17667_asset01118,Laptop,LARC,131.182.10.140,Win10 10.0.14393.2068 (1607),3/1/18 12:27,jdoe17667
jdoe17672_asset01119,Laptop,LARC,146.165.13.91,Win7 6.1.7601,3/1/18 12:22,jdoe17672
jdoe17675_asset01120,Laptop,LARC,146.165.13.89,Win7 6.1.7601,3/1/18 12:24,jdoe17675
jdoe17679_asset01121,Laptop,LARC,146.165.7.165,Win7 6.1.7601,3/1/18 12:22,jdoe17679
jdoe1768_asset01122,Server,HQ,131.182.1.7,Linux Red Hat Enterprise Server 6.9 (2.6.32-696.20.1.el6.x86_64),3/1/18 12:18,jdoe1768
jdoe17680_asset01123,Laptop,LARC,146.165.13.59,Win7 6.1.7601,3/1/18 12:27,jdoe17680
jdoe17682_asset01124,Laptop,LARC,146.165.85.135,Win7 6.1.7601,3/1/18 12:21,jdoe17682
jdoe17684_asset01125,Laptop,LARC,131.182.11.124,Win7 6.1.7601,3/1/18 12:22,jdoe17684
jdoe1769_asset01126,Server,HQ,131.182.1.51,Linux Red Hat Enterprise Server 6.9 (2.6.32-696.20.1.el6.x86_64),3/1/18 12:21,jdoe1769
jdoe17692_asset01127,Laptop,LARC,146.165.13.128,Win7 6.1.7601,3/1/18 12:19,jdoe17692
jdoe17698_asset01128,Laptop,LARC,131.182.10.125,Win7 6.1.7601,3/1/18 12:21,jdoe17698
jdoe177_asset01129,Laptop,JSC,130.134.1.160,Win10 10.0.14393.2068 (1607),3/1/18 12:30,jdoe177
jdoe17700_asset01130,Laptop,LARC,146.165.13.120,Win7 6.1.7601,3/1/18 12:21,jdoe17700
jdoe17706_asset01131,Laptop,LARC,146.165.7.213,Win7 6.1.7601,3/1/18 11:54,jdoe17706
jdoe17708_asset01132,Laptop,LARC,146.165.7.150,Win7 6.1.7601,3/1/18 12:26,jdoe17708
jdoe1771_asset01133,Server,JSC,130.134.3.192,Linux CentOS 6.5 (2.6.32-431.3.1.el6.x86_64),3/1/18 12:31,jdoe1771
