duration,local_orig,ts,IP Address,uid,id_orig_port,id_resp_host,id_resp_port,orig_ip_bytes,local_resp,orig_mac,orig_bytes,resp_ip_bytes,resp_mac,proto,missed_bytes,service,orig_pkts,history,resp_bytes,conn_state,resp_pkts,resp_geoip.timezone,resp_geoip.area_code,resp_geoip.continent_code,resp_geoip.real_region_name,resp_geoip.ip,resp_geoip.country_name,resp_geoip.latitude,resp_geoip.country_code2,resp_geoip.longitude,resp_geoip.dma_code,resp_geoip.city_name,resp_geoip.country_code3,resp_geoip.postal_code
0,T,1478113023,130.134.19.99,CDpORs4SlnVvZYZrs3,44036,52.91.119.132,443,40,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.91.119.132,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478113095,130.134.19.72,CZsA0TfeI8g0Bv3td,44036,52.91.119.132,443,40,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.91.119.132,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478113694,130.134.19.33,CmT1fD2exrbZwnDVe7,47306,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478127432,130.134.19.26,Cgky7e2boc1miUNSii,40399,50.19.218.211,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,50.19.218.211,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478187870,130.134.19.102,Ckxpfw31tEn3NJTpk9,37546,50.19.248.225,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,50.19.248.225,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478188956,130.134.19.41,CT6VfjH3AhG9cDFsh,39994,216.58.194.78,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,650,NA,California,216.58.194.78,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0,T,1478189135,130.134.19.124,C6i7eA1pQjvvLia6tl,47515,50.19.248.225,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,50.19.248.225,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478190128,130.134.19.58,CSyZhE4T5yPvuCKLi3,46773,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478190747,130.134.19.85,CLptqB3m76YF7ziPG2,49940,50.19.248.225,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,50.19.248.225,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478193118,130.134.19.21,CixVF53SCm7FwAovT9,47454,216.58.194.78,80,52,F,10:a5:d0:4b:03:94,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,650,NA,California,216.58.194.78,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0,T,1478193251,130.134.19.147,C4KUBfhwy4xqyt6oi,42182,216.58.194.78,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,650,NA,California,216.58.194.78,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0,T,1478193263,130.134.19.40,CPggmf2LqTecL7RWPd,38978,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478194525,130.134.19.35,CiIihm1mlX9hgXvvW6,47619,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478194948,130.134.19.110,CXpMa03JcB2jabjtTf,42727,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478023597,130.134.19.42,CcrkmD4yBUFMtZ74j3,38152,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478023337,130.134.19.110,C7xbx61blTD1DbGQTj,38152,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478024070,130.134.19.95,Cggp9F1NI3m1N25TQ8,38152,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478024133,130.134.19.8,CcdEBrKzspIsTowd,40894,216.58.194.130,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,650,NA,California,216.58.194.130,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0,T,1478024133,130.134.19.7,CAUHwN3AjlvDPBd8N1,38892,54.230.122.61,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,206,NA,Washington,54.230.122.61,United States,47.6344,US,-122.3422,819,Seattle,USA,WA
0,T,1478024131,130.134.19.104,CbLzau4GfppJZb3GA7,39318,174.129.12.59,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,174.129.12.59,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478024133,130.134.19.119,CztEoa3QvIqxQQiCfa,40476,23.15.24.132,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,617,NA,Massachusetts,23.15.24.132,United States,42.3626,US,-71.0843,506,Cambridge,USA,MA
0,T,1478024134,130.134.19.108,Cm6hNF1aLApBtCRED5,48591,216.58.218.130,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,650,NA,California,216.58.218.130,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0,T,1478024134,130.134.19.77,CjtWZO2uqc64Ejt9H4,37699,52.20.220.238,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.20.220.238,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478024134,130.134.19.88,CAI3tz4vPFc73sHIwj,44232,52.86.123.247,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.86.123.247,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478024134,130.134.19.22,C8nSBa2Qh8uCcipDi9,37347,216.58.194.74,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,650,NA,California,216.58.194.74,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0,T,1478024134,130.134.19.3,ChHaKV3g3FrS3Jgs81,43336,52.203.82.50,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.203.82.50,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478024134,130.134.19.106,CsgzzX26HKUnkQRHua,48575,216.58.218.130,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,650,NA,California,216.58.218.130,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0,T,1478024142,130.134.19.32,C1U1MW1MizRpGcqsgf,42212,52.5.92.176,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.5.92.176,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478024142,130.134.19.111,CTOqJcpuxuYFSKox1,48475,74.121.142.164,80,40,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,212,NA,New York,74.121.142.164,United States,40.7553,US,-73.9924,501,New York,USA,NY
0,T,1478024143,130.134.19.5,CH9aT143syZiHg94E,43336,52.203.82.50,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.203.82.50,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478024143,130.134.19.28,Canw8O7Ckno00fuI4,48575,216.58.218.130,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,650,NA,California,216.58.218.130,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0,T,1478024141,130.134.19.19,CXftrj1g3RL2mrygpd,44108,216.58.194.70,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,650,NA,California,216.58.194.70,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0,T,1478024147,130.134.19.48,CUiKWn4ttUldSjZbt4,39318,174.129.12.59,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,174.129.12.59,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478024147,130.134.19.118,CuuWgC2q2zPvqVgPIc,43788,216.58.194.69,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,650,NA,California,216.58.194.69,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0,T,1478024148,130.134.19.43,CXKH7RMrjrIFilZ3l,48615,75.98.68.41,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,203,NA,Connecticut,75.98.68.41,United States,41.0265,US,-73.6285,501,Greenwich,USA,CT
0,T,1478024157,130.134.19.105,CItQ9oCmYocpvZWsk,44451,66.162.13.10,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,336,NA,North Carolina,66.162.13.10,United States,36.0714,US,-79.7679,518,Greensboro,USA,NC
0,T,1478024157,130.134.19.135,CJcGx94fz3C5thOPU4,44108,216.58.194.70,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,650,NA,California,216.58.194.70,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0,T,1478024162,130.134.19.25,CSIHaT2VWfrMa4COe4,43337,52.203.82.50,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.203.82.50,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478024160,130.134.19.138,Cbv5fN3ZFiWxRJpNL1,39859,54.243.33.67,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,54.243.33.67,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478024159,130.134.19.16,Ckkzx01Ckd6bchd0jk,40102,23.22.35.172,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,23.22.35.172,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478024181,130.134.19.79,CVJ5M23DiiOyChLLNa,39752,151.101.56.166,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,603,NA,New Hampshire,151.101.56.166,United States,42.9885,US,-71.4652,506,Manchester,USA,NH
0,T,1478024186,130.134.19.93,CBBYHR1j6RXKQJG3Va,38891,54.230.122.61,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,206,NA,Washington,54.230.122.61,United States,47.6344,US,-122.3422,819,Seattle,USA,WA
0,T,1478024191,130.134.19.142,CEAr1I12q0bBY6LSLk,49893,54.164.61.94,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.164.61.94,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478024191,130.134.19.126,CnDqcn1SOudJIrKIpc,42003,52.202.46.228,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.202.46.228,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478024191,130.134.19.60,C45DVl1ufVkKd3IuHj,37699,52.20.220.238,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.20.220.238,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478024214,130.134.19.134,CRy0o01E8wSjTWnBnk,48615,75.98.68.41,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,203,NA,Connecticut,75.98.68.41,United States,41.0265,US,-73.6285,501,Greenwich,USA,CT
0,T,1478024193,130.134.19.69,CRTZ4f2CJSmrjmw1si,40102,23.22.35.172,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,23.22.35.172,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478024410,130.134.19.37,CzXaBH2lj3QJ6Ukvb6,40621,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478024400,130.134.19.62,CKaHzb4NG0vsqBIEp5,48898,216.58.194.78,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,650,NA,California,216.58.194.78,United States,37.4192,US,-122.0574,807,Mountain View,USA,CA
0,T,1478024751,130.134.19.89,CX13BU3qKX0kYGEfpa,45459,50.19.218.211,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,50.19.218.211,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478025643,130.134.19.69,CeXLqe140VLOItFNRa,37379,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478026306,130.134.19.27,CCm0BR2GGpUIhqVFc4,40906,50.19.248.225,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,50.19.248.225,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478028275,130.134.19.71,CYKCeJ1YrFUAzUCFub,43343,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478029193,130.134.19.29,Cx7Ji13zvy02qf5t9d,44263,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478029273,130.134.19.59,CRP15u40Iitegh4WA7,44263,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478030648,130.134.19.41,C1mUBE4IbNcRbyMhe3,39946,50.19.248.225,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,50.19.248.225,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478031049,130.134.19.98,Cin8en3RUJCVn9VzXd,45063,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478031669,130.134.19.108,CNFBLC4V1sQ6K5yNS5,39197,50.19.248.225,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,50.19.248.225,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478032359,130.134.19.76,CNCW4s4Tdm3DFQ9Ku3,41612,50.19.218.211,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,50.19.218.211,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478032097,130.134.19.12,CqSWdh3xBKm3jbsZB2,41612,50.19.218.211,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,50.19.218.211,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478032659,130.134.19.11,CZKzWp1ehIBcWAIsoj,48202,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478033294,130.134.19.132,CYKVSevJgOGjAI2qi,44772,50.19.248.225,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,50.19.248.225,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478033964,130.134.19.5,CmBNzD3inkSfJleCv2,41451,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478034404,130.134.19.42,CE8m1p482xCEOwSwY7,43367,50.19.218.211,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,50.19.218.211,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478034403,130.134.19.48,CGYxLE2kD3INFYVPo6,49552,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478034410,130.134.19.125,C2x1Gr2ASCOuSgiu48,41451,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478034430,130.134.19.92,CxArBysa1zwCKbvZg,37432,208.80.153.224,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,415,NA,California,208.80.153.224,United States,37.7898,US,-122.3942,807,San Francisco,USA,CA
0,T,1478034458,130.134.19.140,CU4qBl1rVjUO8RWXFj,43367,50.19.218.211,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,703,NA,Virginia,50.19.218.211,United States,39.0437,US,-77.4875,511,Ashburn,USA,VA
0,T,1478034462,130.134.19.128,CKPa2kLaWBdgapmmh,41451,54.221.192.185,80,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.221.192.185,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478034452,130.134.19.98,C8N6XV2UxvVBGYy3Da,37432,208.80.153.224,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,415,NA,California,208.80.153.224,United States,37.7898,US,-122.3942,807,San Francisco,USA,CA
0,T,1478034453,130.134.19.133,CkCAjx3NKxU58w9jIl,37431,208.80.153.224,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,415,NA,California,208.80.153.224,United States,37.7898,US,-122.3942,807,San Francisco,USA,CA
0,T,1478034787,130.134.19.46,C2SMwg26P7th1oiXk8,47495,54.175.95.86,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.175.95.86,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478034787,130.134.19.37,CP1OOp3YxQsovrMHT1,40317,52.54.252.165,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.54.252.165,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478034769,130.134.19.4,CvADUq1G8p9kZIXAtj,44877,93.184.216.180,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,NA,0,NA,NA,93.184.216.180,United States,38,US,-97,0,NA,USA,NA
0,T,1478034769,130.134.19.122,CPiRQU3xPoIeZEMrqa,39212,52.206.149.104,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.206.149.104,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478034797,130.134.19.16,Cej2kT1LwGngobvNcg,47577,52.21.136.161,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.21.136.161,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478034790,130.134.19.15,CryUJp2WwFQxEj4A44,48312,52.54.0.44,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.54.0.44,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478034786,130.134.19.15,CsTkpn3sG3V3aA7iA8,44881,93.184.216.180,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,NA,0,NA,NA,93.184.216.180,United States,38,US,-97,0,NA,USA,NA
0,T,1478034786,130.134.19.18,ChDLArZZUK7CaVLwf,44879,93.184.216.180,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,NA,0,NA,NA,93.184.216.180,United States,38,US,-97,0,NA,USA,NA
0,T,1478034880,130.134.19.102,CZmmw5bkoY5BPsDaj,39709,52.86.123.109,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.86.123.109,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478034880,130.134.19.38,CFnLtR1FoRYirwP0Dk,47495,54.175.95.86,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,732,NA,New Jersey,54.175.95.86,United States,40.5525,US,-74.2915,501,Woodbridge,USA,NJ
0,T,1478034880,130.134.19.143,Cm9VdD4oLwVMy4ULn3,38296,52.3.158.2,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.3.158.2,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478035030,130.134.19.88,Cce0U91PvRBu9ZhvGc,49557,54.240.170.66,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/Los_Angeles,206,NA,Washington,54.240.170.66,United States,47.6344,US,-122.3422,819,Seattle,USA,WA
0,T,1478034979,130.134.19.83,CkwIFv2Q3PG2KhPNd3,48312,52.54.0.44,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.54.0.44,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
0,T,1478035049,130.134.19.58,CUTNt83uP1rkZnvHG9,42169,52.84.75.73,443,52,F,9c:d9:17:40:bf:f8,0,0,08:bd:43:8a:7d:59,tcp,0,NA,1,F,0,SH,0,America/New_York,302,NA,Delaware,52.84.75.73,United States,39.5645,US,-75.597,504,Wilmington,USA,DE
